length,date,channel,category,brand,item,title,price,rating
10:14,02/27/16,Fast Food,Pizza (fresh),Pizza Hut,Stuffed Crust Pepperoni Pizza,Pizza Hut Stuffed Crust Pizza - Food Review,15,7.7
10:18,02/29/16,Fast Food,Burrito,Dunkin',Sausage GranDDe Burrito,Dunkin Donuts Sausage GranDDe Burrito - Review,3.99,8.5
12:14,03/02/16,Fast Food,Sub sandwich,Subway,Rotisserie-Style Chicken Sandwich,Subway Rotisserie-Style Chicken Sandwich - Review,5.75,7.9
9:52,03/07/16,Fast Food,Hot dog,Five Guys,Hot Dog,Five Guys Hot Dog - Running On Empty - Food Review,4,8.8
9:52,03/14/16,Fast Food,Fish sandwich,Hardee's,Beer Battered Cod Fish Sandwich,Hardees Beer Battered Cod Fish Sandwich - Food Review,3.49,5
10:56,03/24/16,Grocery,Pizza (frozen),Freschetta,Brick Oven Pepperoni Pizza,"Freschetta Brick Oven, Pepperoni Pizza - Food Review",6.5,8.5
11:05,03/26/16,Fast Food,Chicken wings,Pizza Hut,Jim Beam Devil's Cut Spicy Bourbon BBQ Wings,Pizza Hut Jim Beam Devil's Cut Spicy Bourbon BBQ Wings - Review,8,6.3
10:01,03/31/16,Fast Food,Burger,Burger King,Angriest Whopper,Burger King Angriest Whopper - Food Review,5.5,8.522
13:04,04/01/16,Fast Food,Chicken sandwich,Wendy's,Jalapeno Fresco Spicy Chicken Sandwich,Wendy's Jalapeno Fresco Spicy Chicken Sandwich - Review,6.06,7.4
8:15,04/05/16,Fast Food,Burger,Burger King,Extra Long Philly Cheeseburger,Burger King Extra Long Philly Cheeseburger - Review,4.59,4.9
9:55,04/09/16,Fast Food,Breadsticks,Pizza Hut,Stuffed Garlic Knots,Pizza Hut Stuffed Garlic Knots - Food Review,5,7.5
9:35,04/11/16,Fast Food,Sub sandwich,Subway,Carved Turkey & Bacon Sandwich,Subway Carved Turkey & Bacon Sandwich - Review,7,8.2
11:15,04/13/16,Fast Food,Breadsticks,Domino's,Bacon and Jalapeno Cheesy Bread,Domino's Bacon and Jalapeno Cheesy Bread - Review,6,8.5
6:59,04/15/16,Fast Food,Pizza (fresh),Sbarro,X-Treme Pepperoni Pizza Slice,Sbarro X-Treme Pepperoni Pizza - Review,7,2.5
6:03,04/16/16,Fast Food,Breadsticks,Sbarro,Pepperoni Stick,Sbarro Pepperoni Stick - Food Review,2.49,6.3
8:58,04/18/16,Fast Food,Slider,White Castle,Roasted Garlic Cheese Slider,White Castle Roasted Garlic Chesse Slider - Review,0.98,7.9
8:04,04/22/16,Fast Food,Burrito,Taco Bell,Beefy Crunch Burrito,Taco Bell Beefy Crunch Burrito - Food Review,1,6.2
8:29,04/23/16,Fast Food,Burrito,Taco Bell,Cheesy Double Beef Burrito,Taco Bell Cheesy Double Beef Burrito - Food Review,1,7.72
9:47,04/25/16,Grocery,Snack (sweet),M&M's,Chili Nut M&M's,Chili Nut M&M's - Food Review,0.88,8.6
10:14,04/26/16,Fast Food,Chicken nuggets,Burger King,Chicken Fries Rings,Burger King Chicken Fries Rings - Food Review,3,6.9
9:16,04/29/16,Fast Food,Chicken wings,KFC,Honey BBQ wings,KFC Honey BBQ Wings (Re-Released) - Food Review,5.83,7.5
10:25,05/02/16,Fast Food,Quesadilla,Taco Bell,Doubledilla (steak),Taco Bell Doubledilla - Food Review,4.99,4.9
9:31,05/04/16,Grocery,Snack (sweet),M&M's,Honey Nut M&M's,Honey Nut M&M's - Food Review,0.88,8.3
9:52,05/05/16,Fast Food,Chicken tenders,Popeyes,Southern Fair Chicken Tenders,Popeyes Southern Fair Chicken Tenders - Food Review,4.99,9.2
7:48,05/07/16,Fast Food,Pizza (fresh),Pizza Hut,Bacon Stuffed Crust Pepperoni Pizza,Pizza Hut Bacon Stuffed Crust Pizza - Review,12.99,8.5
8:32,05/10/16,Fast Food,Side,Popeyes,Cajun Fries and Biscuit,Popeyes Sides (Cajun Fries and Biscuit) - Review,4.99,8.1
7:30,05/12/16,Fast Food,Hot dog,Burger King,Whopper Dog,Burger King Whopper Dog - Food Review,1.99,8.42
8:25,05/17/16,Fast Food,Chicken sandwich,Chick-fil-A,Spicy Chicken Sandwich,Chick-fil-A Spicy Chicken Sandwich - Review,6,8.5
7:43,05/20/16,Fast Food,Burger,Hardee's,Midnight Moonshine Burger,Hardee's Midnight Moonshine Burger - Food Review,5.99,7.9
10:02,05/20/16,Fast Food,Pizza (fresh),Little Caesars,DEEP! DEEP! Dish Pizza,Little Caesars Stuffed Crust DEEP! DEEP! Dish Pizza - Review,10,8
5:55,05/24/16,Fast Food,Fish sandwich,Long John Silver's,Coastal Cod Sandwich,Long John Silver's Coastal Cod Sandwich - Food Review,4.99,7.3
7:39,05/27/16,Fast Food,Breakfast item,Hardee's,Pretzel Breakfast Sandwich,Hardees Pretzel Breakfast Sandwich - Food Review,1.99,7.1
6:11,05/29/16,Fast Food,Slider,Arby's,Buffalo Chicken Slider,Arby's Buffalo Chicken Slider - Food Review,1,7.7
9:38,06/08/16,Fast Food,Burger,Wendy's,Bacon Mozzarella Burger,Wendy's Bacon Mozzarella Burger - Food Review,5.99,5.9
8:34,06/10/16,Fast Food,Flatbread sandwich,Taco Bell,Flatbread Sandwich (steak),Taco Bell Flatbread Sandwiches - Food Review,1.49,7.8
8:59,06/11/16,Fast Food,Cookie,Pizza Hut,Hershey's Toasted S'mores Cookie,Pizza Hut Hershey's Toasted S'mores Cookie - Review,6.99,6.6
11:38,06/13/16,Grocery,Pizza (frozen),DiGiorno,Spicy Pepperoni & Poblanos Pizza,DiGiorno Spicy Pepperoni & Poblanos Pizza - Review,6,8.8
8:05,06/14/16,Fast Food,Baked chicken,Boston Market,Oven Crisp Chicken,Boston Market Oven Crisp Chicken - Food Review,8,8.9
6:57,06/16/16,Fast Food,Burger,Burger King,Double Stacker,Burger King Double Stacker - Food Review,3.99,5.3
8:45,06/20/16,Fast Food,Chicken sandwich,Planet Wings,Chicken and Waffle BLT,Planet Wings Chicken and Waffle BLT,5.42,7.6
7:06,06/23/16,Fast Food,Novelty,Burger King,Mac n' Cheetos,Burger King Mac N' Cheetos - Food Review,2.69,8.22
8:38,06/26/16,Fast Food,Chicken sandwich,Hardee's,Charbroiled Chicken Club Sandwich,Hardees Charbroiled Chicken Club Sandwich - Food Review,4.99,6
8:54,06/28/16,Fast Food,Burger,Steak 'n Shake,Peppercorn Bacon Steakburger,Steak 'n Shake Peppercorn Bacon Steakburger - Review,5,8.99
7:54,06/30/16,Fast Food,Turkey sandwich,Arby's,King's Hawaiian Brown Sugar Bacon Turkey Sandwich,Arby's Brown Sugar Bacon Turkey Sandwich - Review,5.99,8.4
5:22,07/04/16,Fast Food,Burger,Dairy Queen,Bacon Cheeseburger,Dairy Queen Bacon Cheeseburger - Food Review,5,5.2
7:49,07/07/16,Fast Food,BLT,Arby's,King's Hawaiian Brown Sugar Bacon BLT,Arby's Brown Sugar Bacon BLT - Food Review,5.99,7.9
5:29,07/09/16,Fast Food,Breadsticks,Little Caesars,Crazy Bread,Little Caesars Crazy Bread - Food Review,3,8.4
6:23,07/11/16,Fast Food,Chicken nuggets,Cook Out,Chicken Nuggets,Cook Out Chicken Nuggets - Food Review,0.99,8.5
7:53,07/16/16,Fast Food,Boss wrap,Taco Bell,Triple Double Crunchwrap,Taco Bell Triple Double Crunchwrap - Food Review,3.49,7
12:46,07/20/16,Fast Food,Breadsticks,Pizza Hut,Big Flavor Dipper Pizza USA Edition,Pizza Hut Big Flavor Dipper Pizza USA Edition - Food Review,12.99,8
8:42,07/22/16,Fast Food,Burger,Hardee's,Bacon 3-Way Burger,Hardee's Bacon 3-Way Burger - Food Review,5.45,7.8
5:16,07/26/16,Fast Food,Breakfast item,Hardee's,Chicken Fillet Biscuit,Hardee's Chicken Fillet Biscuit - Food Review,3,8.1
9:40,07/28/16,Fast Food,Boss wrap,Taco Bell,Spicy Triple Double Crunchwrap,Taco Bell Spicy Triple Double Crunchwrap - Food Review,2.5,7.9
12:05,07/29/16,Fast Food,Chicken wings,Buffalo Wild Wings,Asian Zing Wings (boneless),Buffalo Wild Wings Asian Zing Wings - Review,1,8.1
9:34,08/01/16,Fast Food,Chicken tenders,Chick-fil-A,Chick-n-Strips,Chick-fil-A Chick-n-Strips - Food Review,4.29,7.5
12:49,08/04/16,Fast Food,Chicken wings,Zaxby's,Wings & Things (meal),Zaxby's Wings & Things - Food Review,7,7.8
12:49,08/04/16,Fast Food,Chicken wings,Zaxby's,Traditional Wings (boneless),Zaxby's Wings & Things - Food Review,7,8
12:49,08/04/16,Fast Food,Chicken tenders,Zaxby's,Chicken Fingerz,Zaxby's Wings & Things - Food Review,7,6
12:49,08/04/16,Fast Food,French fries,Zaxby's,Crinkle Fries,Zaxby's Wings & Things - Food Review,7,7.5
12:49,08/04/16,Fast Food,Bread,Zaxby's,Texas Toast,Zaxby's Wings & Things - Food Review,7,7.5
10:08,08/07/16,Fast Food,Burger,McDonald's,Big Mac,McDonald's Big Mac Re-Reviewed (Food Review),3,6.8
8:54,08/09/16,Fast Food,Burger,Sonic,SuperSONIC Bacon Double Cheeseburger,Sonic SuperSONIC Bacon Double Cheeseburger - Review,6.59,5.3
10:56,08/12/16,Fast Food,Burrito,Taco Bell,Crunchy Cheesy Core Burrito,Taco Bell Crunchy Cheesey Core Burrito - Review,2,6.5
10:56,08/15/16,Fast Food,Burrito,Burger King,Whopperito,Burger King Whopperito - Food Review,2.99,7.7
9:28,08/17/16,Fast Food,Chicken wings,Hooters,Daytona Beach Style Wings,Hooters Daytona Beach Style Wings - Review,11.5,7.6
8:53,08/19/16,Fast Food,Chinese,Panda Express,General Tso's Chicken,Panda Express General Tso's Chicken - Review,5.9,7.5
9:32,08/23/16,Fast Food,Chicken wings,Little Caesars,Hot-N-Ready Caesar Wings,Little Caesars Hot-N-Ready Caesar Wings - Review,5.98,4.7
7:25,08/25/16,Fast Food,Slider,Krystal,Original Slider,Krystal Original Slider - Food Review,0.8,7
9:22,08/30/16,Fast Food,Fried chicken,Popeyes,$5 Bonafide Big Box,Popeyes $5 Bonafide Big Box - Review,5,8.7
9:34,09/02/16,Fast Food,Burrito,Taco Bell,Spicy Cheesy Core Burrito,Taco Bell Spicy Cheesy Core Burrito - Review,1.99,8.35
6:46,09/07/16,Fast Food,Chicken sandwich,KFC,Chicken Littles,KFC Chicken Littles - Food Review,1.61,4.1
10:06,09/14/16,Fast Food,Chicken nuggets,Burger King,Cheetos Chicken Fries,Burger King Cheetos Chicken Fries - Food Review,3.99,7.1
9:25,09/16/16,Fast Food,Burrito,Taco Bell,Cheddar Habanero Quesarito,Taco Bell Cheddar Habanero Quesarito - Review,3.29,8
8:39,09/21/16,Fast Food,Pizza (fresh),Pizza Hut,Grilled Cheese Stuffed Crust Pepperoni Pizza,Pizza Hut Grilled Cheese Stuffed Crust Pizza - Review,12.99,4.2
8:34,09/23/16,Fast Food,Donut,Krispy Kreme,Original Glazed Doughnut,Krispy Kreme Original Glazed Doughnut - Review,0.95,9.17
10:45,09/24/16,Fast Food,Pork sandwich,Arby's,Smokehouse Pork Belly Sandwich,Arby's Smokehouse Pork Belly Sandwich - Review,5.49,7
8:30,09/26/16,Fast Food,Pizza (fresh),McDonald's,Pepperoni Pizza,McDonald's Pizza - Food Review,8.99,9
8:02,09/28/16,Fast Food,Burger,Sonic,Fiery Cheeseburger,Sonic Fiery Cheeseburger - Food Review,4.39,6.2
9:57,09/30/16,Fast Food,Chicken nuggets,Checkers,Sweet & Spicy Chicken Bites & Fries Box,Checkers Sweet & Spicy Chicken Bites & Fries Box - Review,2.13,7.6
12:30,10/02/16,Fast Food,Pulled pork sandwich,Sonny's BBQ,BBQ Pulled Pork Sandwich,Sonny's BBQ Pulled Pork Sandwich - Review,10,8.8
10:09,10/06/16,Fast Food,Pizza (fresh),Papa John's,Pan Pizza (pepperoni),Papa John's Pan Pizza - Food Review,14,8.1
10:18,10/10/16,Fast Food,Chicken sandwich,KFC,Nashville Hot Chicken Littles,KFC Nashville Hot Chicken Littles - Food Review,1.69,7.1
10:24,10/12/16,Fast Food,Burger,Burger King,Bacon King Sandwich,Burger King Bacon King Sandwich - Food Review,5.99,3
9:15,10/15/16,Fast Food,Burrito,Taco Bell,Beefy Nacho Griller,Taco Bell Beefy Nacho Griller - Food Review,1.69,8.6
9:59,10/18/16,Fast Food,Burger,Wendy's,Swiss Jr. Bacon Cheeseburger,Wendy's Swiss Junior Bacon Cheeseburger - Review,1.99,8.9
12:02,10/20/16,Grocery,Pizza (frozen),DiGiorno,Pizzeria! Tuscan Style Chicken Pizza,DiGiorno Pizzeria! Tuscan Style Chicken Pizza - Review,6,7.6
12:21,10/21/16,Fast Food,Taquito,Taco Bell,Rolled Chicken Tacos,Taco Bell Rolled Chicken Tacos - Review,2.19,7.9
10:07,10/25/16,Fast Food,Flatbread sandwich,Arby's,Mild Chicken Fajita Flatbread,Arby's Chicken Fajita Flatbread - Food Review,5.32,6
13:02,10/27/16,Fast Food,Burger,Hardee's,Budeweiser Beer Cheese Bacon Burger,Hardees Budweiser Beer Cheese Bacon Burger - Review,5.31,6.1
9:14,10/29/16,Fast Food,Chicken tenders,Steak 'n Shake,Chicken Fingers & Sauces,Steak 'n Shake Chicken Fingers & Sauces - Review,3.7,8.5
9:24,11/03/16,Fast Food,Shrimp,Popeyes,Hushpuppy Butterfly Shrimp,Popeyes Hushpuppy Butterfly Shrimp - Food Review,4.99,9.7
7:53,11/05/16,Fast Food,Chicken nuggets,McDonald's,Chicken McNuggets,McDonald's Chicken McNuggets - Food Review,3.39,8
7:43,11/10/16,Fast Food,Donut,Krispy Kreme,Raspberry Jelly Doughnut,Krispy Kreme Raspberry Jelly Doughnut - Review,1.2,8.3
7:59,11/14/16,Fast Food,Breakfast item,Biscuitville,Fried Chicken Biscuit,Biscuitville Fried Chicken Biscuit - Food Review,3.29,6.3
6:45,11/16/16,Fast Food,Chicken wings,Hooters,Hot Wings,Hooters Hot Wings - Food Review,10.79,7.3
6:08,11/21/16,Fast Food,Burrito,Taco Bell,Steakhouse Burrito & NEW Queso Sauce,Taco Bell Steakhouse Burrito & NEW Queso Sauce - Review,6,8.5
9:59,11/24/16,Fast Food,Burger,McDonald's,Grand Mac,McDonald's NEW Grand Mac - Review,4.5,7
6:54,11/26/16,Fast Food,Pizza (fresh),Little Caesars,Pepperoni Stuffed Crust Pepperoni Pizza,Little Caesars Pepperoni Stuffed Crust Pizza - Review,10,6
9:16,11/27/16,Fast Food,Pancakes,Burger King,89 Cent Pancakes,Burger King 89 Cent Pancakes - Food Review,0.89,8.81
8:13,11/29/16,Fast Food,Roast beef sandwich,Arby's,Three Cheese Steak Sandwich,Arby's Three Cheese Steak Sandwich - Review,5.6,5.2
9:09,12/01/16,Fast Food,French fries,Wendy's,Bacon Sriracha Fries,Wendy's NEW Bacon Sriracha Fries - Review,2,7.1
8:12,12/02/16,Fast Food,Tater tots,Burger King,Cheesy Tots,Burger King NEW Cheesy Tots - Review,1.99,6.9
7:21,12/04/16,Fast Food,Chicken wings,Popeyes,$5 Boneless Wing Bash,Popeyes $5 Boneless Wing Bash - Review,5,8.92
10:21,12/06/16,Fast Food,Chicken sandwich,Wendy's,Spicy Sriracha Chicken Sandwich,Wendy's Spicy Sriracha Chicken Sandwich - Review,6.3,8.6
7:15,12/08/16,Fast Food,Pizza (fresh),Hungry Howie's,Pepperoni Pizza,Hungry Howie's Pepperoni Pizza - Review,13,6.3
6:51,12/12/16,Fast Food,Burger,McDonald's,Mac Jr.,McDonald's NEW Mac Jr. - Food Review,2.19,8.9
6:28,12/15/16,Fast Food,Breakfast item,Taco Bell,A.M. Crunchwrap,Taco Bell A.M. Crunchwrap - Review,2.69,8.3
7:44,12/17/16,Fast Food,Chicken wings,Sonic,Hot Honey Boneless Wings,Sonic Hot Honey Boneless Wings - Review,4.69,8.5
7:54,12/22/16,Fast Food,Taco,Taco Bell,Cool Habanero Double Stacked Taco,Taco Bell Cool Habanero Double Stacked Taco - Review,1,9.5
9:31,12/27/16,Fast Food,Breadsticks,Papa John's,Bacon Cheddar Stuffed Cheesesticks,Papa Johns Bacon Cheddar & Wisconsin Cheesesticks - Review,5,3
9:31,12/27/16,Fast Food,Breadsticks,Papa John's,Wisconsin Stuffed Cheesesticks,Papa Johns Bacon Cheddar & Wisconsin Cheesesticks - Review,5,7
9:02,12/29/16,Fast Food,Slider,Sonic,Lil' Patty Grillers,Sonic Lil' Grillers - Food Review,1.49,8.1
9:02,12/29/16,Fast Food,Slider,Sonic,Lil' Chickie Grillers,Sonic Lil' Grillers - Food Review,1.49,5.4
6:54,01/02/17,Fast Food,Taco,Taco Bell,Spicy Sweet Double Stacked Taco,Taco Bell Spicy Sweet Double Stacked Taco - Food Review,1,7.5
8:04,01/04/17,Fast Food,Breakfast item,McDonald's,Chicken McGriddle,McDonald's NEW Chicken McGriddle - Food Review,1.49,6.7
7:03,01/06/17,Fast Food,Taco,Taco Bell,Nacho Crunch Double Stacked Taco,Taco Bell Nacho Crunch Double Stacked Taco - Review,1,7
6:18,01/08/17,Fast Food,Novelty,Little Caesars,Cinnamon Loaded Crazy Bites,Little Caesars Cinnamon Loaded Crazy Bites - Review,5,8.8
9:34,01/11/17,Fast Food,Chinese,Panda Express,Firecracker Chicken Breast,Panda Express Firecracker Chicken Breast - Review,6,7.9
10:57,01/16/17,Fast Food,Burger,Checkers,Roadhouse Baconzilla,Checkers NEW Roadhouse Baconzilla - Food Review,5,7.3
9:27,01/18/17,Fast Food,Burger,Burger King,BBQ Bacon King,Burger King NEW BBQ Bacon King - Food Review,6,2.6
7:01,01/21/17,Fast Food,Chicken sandwich,McDonald's,Jalapeno McChicken Sandwich,McDonald's Jalapeno McChicken Sandwich - Food Review,1.79,6.6
8:53,01/26/17,Fast Food,Breakfast item,McDonald's,McChicken Biscuit,McDonald's McChicken Biscuit - Food Review,1.49,6.1
10:44,01/27/17,Fast Food,Chalupa,Taco Bell,Naked Chicken Chalupa,Taco Bell Naked Chicken Chalupa - Review,3.6,7.49
9:56,01/30/17,Fast Food,Fried chicken,KFC,Georgia Gold Chicken,KFC Georgia Gold Chicken - Food Review,5.25,7.5
10:21,02/02/17,Fast Food,Pizza (fresh),Papa John's,Ultimate Meats Pizza,Papa Johns Ultimate Meats Pizza - Food Review,11.77,8.7
9:58,02/05/17,Fast Food,French fries,Wendy's,Bacon Ranch Fries,Wendy's Bacon Ranch Fries - Food Review,2,8.26
8:23,02/08/17,Fast Food,Chicken nuggets,Burger King,Jalapeno Chicken Fries,Burger King Jalapeno Chicken Fries - Food Review,2,8.5
9:43,02/13/17,Fast Food,Pizza (fresh),Pizza Hut,Heart-Shaped Valentine's Day Pizza,Pizza Hut Heart-Shaped Valentine's Day Pizza - Food Review,10,7.1
7:46,02/16/17,Grocery (fresh),Sub sandwich,Publix,Chicken Tender Sub,Publix Chicken Tender Sub - Food Review,8,9.5
6:59,02/19/17,Fast Food,Chicken wings,Sonic,Buffalo Boneless Wings,Sonic Buffalo Boneless Wings - Food Review,4.69,8.8
9:26,02/22/17,Fast Food,Breakfast item,Chick-fil-A,Chicken Biscuit,Chick-fil-A Chicken Biscuit - Review,2.8,9
9:18,02/24/17,Fast Food,Chicken tenders,Hardee's,Hand-Breaded Spicy Chicken Tenders,Hardee's Hand-Breaded Spicy Chicken Tenders - Food Review,4.38,8.3
8:44,02/27/17,Fast Food,Novelty,Sonic,Pancake on a Stick,Sonic Pancake on a Stick - Food Review,2.13,7.6
8:46,03/02/17,Fast Food,Pizza (fresh),Little Caesars,Smokehouse Pizza,Little Caesars Smokehouse Pizza - Food Review,9,9.2
8:27,03/04/17,Fast Food,Boss wrap,Taco Bell,Triple Double Crunchwrap,Taco Bell Triple Double Crunchwrap - Food Review,5,9
9:51,03/06/17,Fast Food,Chicken sandwich,Burger King,Crispy Chicken Sandwich,Burger King NEW Crispy Chicken Sandwich - Food Review,4.39,5.5
8:52,03/09/17,Fast Food,Novelty,Arby's,Meat Mountain Sandwich,Arby's Meat Mountain Sandwich - Food Review,10.7,8.5
9:12,03/13/17,Fast Food,Fish sandwich,Wendy's,Premium Cod Fillet Fish Sandwich,Wendy's Premium Cod Fillet Sandwich - Food Review,3.99,7
8:47,03/16/17,Fast Food,Breadsticks,Hungry Howie's,Howie Bread,Hungry Howie's Howie Bread - Food Review,3.75,8.5
7:21,03/17/17,Fast Food,Donut,Krispy Kreme,St. Patrick's Day Green Original Glazed Doughnut,Krispy Kreme St. Patrick's Day Green Original Glazed Doughnut - Review,6.54,9
9:31,03/20/17,Fast Food,Chinese,Panda Express,Five Flavor Shrimp,Panda Express Five Flavor Shrimp - Food Review,5,8.6
9:59,03/23/17,Fast Food,Taco,Del Taco,The Del Taco (soft),Del Taco Soft Taco - Food Review,1.4,7.1
9:08,03/26/17,Fast Food,Hot dog,Sonic,Cheesy Bacon Lil' Doggie,Sonic Cheesy Bacon Lil' Doggie - Food Review,1.49,7
9:34,03/29/17,Fast Food,Chicken wings,Wingstop,Original Hot Wings,Wingstop Original Hot Wings - Food Review,8.99,8.6
12:04,04/02/17,Fast Food,Pizza (fresh),Papa John's,Double Pepperoni Pizza,Papa John's Double Pepperoni Pizza - Review,9,9.3
9:31,04/04/17,Fast Food,Chicken sandwich,Sonic,BBQ Bacon Lil' Chickie,Sonic Honey BBQ Bacon Lil' Chickie - Food Review,1.49,7.3
12:01,04/07/17,Fast Food,Burrito,Taco Bell,Loaded Taco Burrito,Taco Bell NEW Loaded Taco Burrito - Food Review,1.49,7.6
8:56,04/11/17,Fast Food,Pizza (fresh),Little Caesars,Hot-N-Ready Classic Pepperoni Pizza,Little Caesars Hot-N-Ready Classic Pepperoni Pizza - Food Review,5,8.7
12:36,04/16/17,Fast Food,Chicken sandwich,Wendy's,Mozzarella Chicken Sandwich,Wendy's Fresh Mozzarella Chicken Sandwich - Food Review,5.66,5.6
13:04,04/18/17,Fast Food,Burger,Burger King,Steakhouse King,Burger King New Steakhouse King - Food Review,5.99,7
11:50,04/22/17,Fast Food,Chicken sandwich,KFC,Zinger Sandwich,KFC Zinger Sandwich - Food Review,4,8.1
14:03,04/27/17,Fast Food,Burger,Hardee's,Baby Back Rib Burger,Hardee's / Carl's Jr. Baby Back Rib Burger - Food Review,5.98,7.6
14:19,04/30/17,Fast Food,Burger,McDonald's,Signature Crafted Sweet BBQ Bacon Burger,McDonald's New Signature Crafted Sweet BBQ Bacon Burger - Food Review,4.79,6.5
11:53,05/03/17,Fast Food,Pork sandwich,Arby's,Smokehouse Pork Belly Sandwich,Arby's Smokehouse Pork Belly Sandwich - Review,6,6.5
12:09,05/06/17,Fast Food,Chicken sandwich,Chick-fil-A,Deluxe Chicken Sandwich,Chick-fil-A Deluxe Chicken Sandwich - Food Review,2.85,7.2
9:49,05/12/17,Fast Food,Chicken nuggets,Taco Bell,Naked Chicken Chips,Taco Bell Naked Chicken Chips - Food Review,2.45,8
9:55,05/18/17,Fast Food,Novelty,Burger King,Mac n' Cheetos,Burger King Mac N' Cheetos - Food Review,2,8
13:55,05/21/17,Fast Food,Burger,Steak 'n Shake,Bacon 'n Cheese Triple Xtreme Burger,Steak 'n Shake Bacon 'n Cheese Triple Xtreme Burger,6,9.6
11:45,05/27/17,Fast Food,Chicken sandwich,Chick-fil-A,Smokehouse BBQ Bacon Sandwich,Chick-fil-A Smokehouse BBQ Bacon Sandwich - Review,6,9.7
12:34,05/30/17,Fast Food,Chicken sandwich,McDonald's,Signature Crafted Maple Bacon Dijon Chicken Sandwich,McDonald's Signature Crafted Maple Bacon Dijon Chicken Sandwich - Review,5.13,1
9:53,06/01/17,Fast Food,Pizza (fresh),Little Caesars,ExtraMostBestest Pizza,Little Caesars ExtraMostBestest Pizza - Review,6,9.2
11:12,06/04/17,Fast Food,Pizza (fresh),Pizza Hut,Cheesy Bites Pepperoni Pizza,Pizza Hut Cheesy Bites Pizza - Food Review,12,8.9
12:00,06/08/17,Fast Food,Breakfast item,Taco Bell,Bacon Breakfast Quesadilla,Taco Bell Breakfast Quesadilla + Breakfast Salsa - Review,2.34,9.7
12:00,06/08/17,Fast Food,Sauce,Taco Bell,Breakfast Salsa,Taco Bell Breakfast Quesadilla + Breakfast Salsa - Review,2.34,9.75
12:46,06/15/17,Fast Food,Chicken tenders,Popeyes,Sweet & Crunchy Chicken Tenders without sauce,Popeyes Sweet & Crunchy Chicken Tenders - Review,5.35,5.1
12:46,06/15/17,Fast Food,Chicken tenders,Popeyes,Sweet & Crunchy Chicken Tenders with sauce,Popeyes Sweet & Crunchy Chicken Tenders - Review,5.35,7.5
11:16,06/18/17,Fast Food,Burger,Culver's,Bacon Deluxe Burger,Culver's Bacon Deluxe Burger - Food Review,5,9.4
14:07,06/20/17,Fast Food,Burger,Burger King,Mushroom & Swiss King,Burger King Mushroom & Swiss King - Food Review,6.59,3
11:34,06/22/17,Fast Food,Chalupa,Taco Bell,Double Chalupa,Taco Bell New Double Chalupa - Food Review,3.79,8.5
12:08,06/25/17,Fast Food,Pizza (fresh),Papa John's,Bacon Cheddarburger Pan Pizza,Papa John's Bacon Cheddarburger Pizza - Food Review,10,7
11:59,07/02/17,Fast Food,Chicken sandwich,Burger King,BBQ Bacon Crispy Chicken Sandwich,Burger King BBQ Bacon Crispy Chicken Sandwich - Food Review,5.63,0.5
14:29,07/04/17,Fast Food,Shrimp,Popeyes,Cheddar Biscuit Butterfly Shrimp,Popeyes Cheddar Biscuit Butterfly Shrimp - Food Review,5,4.8
12:10,07/06/17,Fast Food,Breadsticks,Domino's,Parmesan Bread Twists,Domino's Parmesan Bread Twists - Food Review,5.99,7
12:34,07/09/17,Fast Food,BLT,Arby's,Triple Thick Brown Sugar Bacon BLT,Arby's Triple Thick Brown Sugar Bacon BLT - Food Review,5.8,5
11:22,07/13/17,Fast Food,Burger,Wendy's,Bacon Queso Cheeseburger,Wendy's Bacon Queso Cheeseburger - Food Review,5.87,8.4
10:07,07/16/17,Fast Food,Hot dog,Sonic,Original Pretzel Dog,Sonic Original Pretzel Dog - Food Review,2.45,8
10:41,07/20/17,Fast Food,Chicken nuggets,Papa John's,Chicken Poppers,Papa John's Chicken Poppers - Food Review,6,8.1
12:35,07/25/17,Fast Food,Chicken tenders,Culver's,Buffalo Chicken Tenders,Culver's Buffalo Chicken Tenders - Food Review,10.64,9.38
14:01,07/27/17,Fast Food,Burger,McDonald's,Signature Crafted Sriracha Burger,McDonald's Signature Crafted Sriracha Burger - Food Review,5.13,4.2
13:23,07/31/17,Fast Food,Burrito,Taco Bell,Beefy Potato-Rito,Taco Bell Beefy Potato-Rito - Food Review,1,8.6
12:00,08/06/17,Grocery (fresh),Sub sandwich,Publix,Buffalo Chicken Tender Sub,Publix Buffalo Chicken Tender Sub - Food Review,8,9.6
15:05,08/08/17,Fast Food,Chicken sandwich,Sonic,Garlic Parmesan Dunked Ultimate Chicken Sandwich,Sonic Garlic Parmesan Dunked Chicken Sandwich - Food Review,6.49,5
11:29,08/14/17,Fast Food,Chicken wings,Domino's,Hot Wings,Domino's Hot Wings - Food Review,6,9.2
8:02,08/17/17,Fast Food,Chicken tenders,Popeyes,Hot Honey Crunch Tenders,Popeyes Hot Honey Crunch Tenders - Food Review,5,8.8
9:15,08/20/17,Fast Food,Tater tots,Burger King,Cheesy Tots,Burger King Cheesy Tots - Food Review,2.13,7.6
11:38,08/27/17,Fast Food,Burger,Burger King,Rodeo King Burger,Burger King Rodeo King Burger - Food Review,6,8.5
15:08,09/03/17,Fast Food,Pizza (fresh),Pizza Hut,Backyard BBQ Chicken Pizza,Spontaneous Pizza Hut Backyard BBQ Chicken Pizza Review,12,8.95
